degree,coefficients,input_sequence,target_sequence
3,"-3,-3,-4,-5,0,0","-25775,-30513,-35799,-41663,-48135,-55245,-63023,-71499,-80703",-90665
3,"2,1,5,-8,0,0","14534,11244,8492,6230,4410,2984,1904",1122
3,"7,-7,3,-5,0,0","1918,1237,742,403,190,73,22,7,-2",-35
5,"9,4,5,1,7,3","-131571,-69847,-33731,-14307,-5011,-1271,-147,29,13,9",29
4,"-8,7,10,-4,-5,0","-264278,-341400,-434256,-544850,-675306,-827868,-1004900,-1208886,-1442430",-1708256
2,"-5,-2,-7,0,0,0","-125,-190,-269,-362,-469,-590,-725,-874",-1037
5,"-5,0,5,1,-10,3","-1526,-249,-14,-5,-6,-41,-14,651,3370,10759",26994
1,"1,-7,0,0,0,0","36,29,22,15,8,1,-6,-13,-20,-27",-34
1,"-2,-2,0,0,0,0","-14,-16,-18,-20,-22,-24,-26,-28",-30
5,"-8,-8,0,-2,-10,7","346195,597912,978189,1530904,2308935,3375000",4802497
5,"9,-6,-6,2,-3,4","119385,217440,371349,602160,935649,1402800",2040285
2,"4,1,3,0,0,0","788,888,994,1106,1224,1348",1478
2,"-3,-10,2,0,0,0","909,997,1089,1185,1285,1389,1497,1609,1725",1845
2,"-5,-7,-5,0,0,0","-71,-113,-165,-227,-299,-381,-473",-575
3,"-3,2,6,9,0,0","-55,-8,-3,14,97,300",677
3,"-10,5,3,2,0,0","46386,51436,56840,62610,68758,75296,82236",89590
3,"-9,-9,10,10,0,0","8010,10901,14412,18603,23534,29265,35856,43367,51858,61389",72020
2,"-3,8,-3,0,0,0","-383,-318,-259,-206,-159",-118
4,"-7,-9,-10,-5,4,0","1477893,1733023,2019809,2340765,2698501",3095723
5,"-1,-2,-7,1,-4,-1","-85150,-139721,-219154,-331081,-484550,-690145,-960106,-1308449",-1751086
4,"3,2,1,4,-3,0","-126053,-94325,-68997,-49145,-33917",-22533
4,"10,7,-3,-1,4,0","526937,424648,338021,265370,205105,155732,115853",84166
3,"-3,0,0,-9,0,0","1122,573,240,69,6",-3
2,"3,2,-5,0,0,0","-48,-21,-4,3,0,-13,-36,-69,-112,-165",-228
3,"-7,-3,-7,-7,0,0","-1072,-1789,-2772,-4063,-5704,-7737,-10204,-13147",-16608
1,"5,5,0,0,0,0","-65,-60,-55,-50,-45,-40,-35,-30,-25",-20
4,"-8,-4,-9,10,-4,0","-128052,-170843,-223560,-287631,-364580,-456027",-563688
5,"6,-4,-7,4,-4,-10","-2715,-11130,-33439,-82350,-176667,-342490,-614415,-1036734,-1664635",-2565402
1,"-7,-10,0,0,0,0","-107,-117,-127,-137,-147,-157,-167,-177",-187
5,"9,-2,6,-4,-4,3","-1218286,-821631,-535636,-335371,-199962,-112231,-58336,-27411,-11206,-3727",-876
4,"-8,-9,10,2,7,0","363232,469352,597202,749566,929396",1139812
5,"-1,0,-7,3,5,1","2383,6449,14651,29497,54335",93473
5,"10,9,1,1,8,-7","-980,-4994,-16670,-43748,-97976,-195950,-359954",-618800
1,"1,-5,0,0,0,0","76,71,66,61,56,51,46,41,36",31
2,"2,-7,-1,0,0,0","-6,-16,-28,-42,-58,-76,-96,-118",-142
5,"-7,-4,-6,-9,9,8","4622401,6498833,8939961,12064519,16006817,20917701,26965513,34337051,43238529,53896537",66559001
3,"5,1,2,-9,0,0","72785,62439,53123,44783,37365,30815,25079,20103,15833,12215",9195
1,"-2,-3,0,0,0,0","40,37,34,31,28,25,22,19,16",13
3,"0,-5,-1,-4,0,0","-49312,-55992,-63250,-71110,-79596",-88732
3,"8,9,-10,-3,0,0","-81308,-89722,-98696,-108248,-118396,-129158,-140552,-152596",-165308
4,"0,-9,1,-5,-8,0","-156996,-110253,-74810,-48681,-30072,-17381",-9198
3,"4,6,-1,1,0,0","20,40,76,134,220,340,500",706
1,"3,-3,0,0,0,0","42,39,36,33,30,27",24
3,"4,9,10,1,0,0","70,148,264,424,634,900",1228
3,"7,4,-3,5,0,0","-7055,-5333,-3917,-2777,-1883,-1205,-713,-377,-167,-53",-5
3,"-4,-8,-2,9,0,0","44,197,508,1031,1820,2929,4412,6323,8716",11645
4,"0,0,-9,-7,5,0","2025,4644,9163,16320,26973",42100
4,"-9,8,4,4,9,0","180183,126832,86311,56376,34999,20368,10887,5176,2071",624
4,"8,7,4,-3,-2,0","-702544,-825442,-963786,-1118818,-1291828",-1484154
2,"8,10,-9,0,0,0","-11,8,9,-8,-43,-96,-167,-256,-363",-488
2,"4,-7,7,0,0,0","5688,6094,6514,6948,7396,7858,8334,8824",9328
1,"-10,-6,0,0,0,0","-106,-112,-118,-124,-130,-136,-142",-148
5,"2,6,9,-5,7,-3","-8516278,-10933144,-13869854,-17406076,-21629230,-26634848,-32526934,-39418324",-47431046
5,"-6,3,0,5,-6,2","43875084,51866218,60981338,71335038,83049448,96254474,111088038,127696318,146233988,166864458",189760114
4,"-8,-10,-5,-9,-8,0","-37784,-59552,-89608,-129830,-182288",-249244
1,"-9,4,0,0,0,0","19,23,27,31,35",39
3,"4,9,-8,-5,0,0","14944,12030,9520,7384,5592,4114",2920
2,"-7,6,6,0,0,0","2273,2045,1829,1625,1433,1253,1085,929,785,653",533
5,"9,-5,6,6,8,-5","5744217,4183059,2981239,2072859,1400613,915187,574659,343899,193969,101523",48207
5,"-4,3,3,9,8,-8","-1808752,-2721541,-3969942,-5638909,-7826644,-10645557",-14223226
3,"-2,7,-4,-4,0,0","25857,21904,18375,15246,12493,10092,8019,6250",4761
5,"6,-2,6,-6,-9,-1","-2867430,-3688008,-4685634,-5887386,-7322958,-9024780,-11028138,-13371294,-16095606",-19245648
4,"-4,-3,7,1,5,0","106376,146142,196150,258026,333516,424486,532922,660930",810736
3,"-7,8,-2,7,0,0","-3783,-2562,-1639,-972,-519,-238,-87",-24
5,"-10,-6,-4,-10,8,2","22497340,27239930,32749424,39115150,46433108,54806210",64344520
1,"4,-10,0,0,0,0","114,104,94,84,74,64,54",44
2,"8,-6,2,0,0,0","484,424,368,316,268,224,184,148",116
1,"-5,-2,0,0,0,0","-63,-65,-67,-69,-71,-73,-75",-77
2,"5,-4,1,0,0,0","485,530,577,626,677",730
3,"6,9,3,-10,0,0","-57180,-67330,-78614,-91092,-104824,-119870,-136290,-154144,-173492,-194394",-216910
4,"-4,-6,4,-10,5,0","369525,467744,584341,721476,881429,1066600",1279509
2,"1,9,-6,0,0,0","-5,-26,-59,-104,-161",-230
2,"0,9,6,0,0,0","0,15,42,81,132,195,270,357,456,567",690
4,"-8,-1,7,-2,10,0","149922,102702,67636,42432,25038,13642,6672,2796,922,198",12
1,"6,-1,0,0,0,0","5,4,3,2,1",0
1,"5,-5,0,0,0,0","-15,-20,-25,-30,-35,-40,-45,-50,-55,-60",-65
1,"3,6,0,0,0,0","-69,-63,-57,-51,-45,-39,-33,-27",-21
4,"-3,8,-3,-6,-7,0","-3840159,-4436435,-5099595,-5834463,-6646031,-7539459,-8520075,-9593375,-10765023,-12040851",-13426859
3,"-5,-8,-7,9,0,0","120187,136045,153239,171823,191851,213377,236455,261139,287483",315541
4,"4,3,-4,2,7,0","2,4,12,122,598,1872,4544",9382
3,"-5,-3,-9,-2,0,0","-9,-23,-19,-9,-5",-19
2,"9,-4,-4,0,0,0","1,-15,-39,-71,-111,-159",-215
3,"-6,4,3,5,0,0","-6,6,54,168,378",714
3,"7,-6,-2,-5,0,0","6486,4867,3544,2487,1666,1051,612,319,142,51",16
3,"7,-8,-6,9,0,0","7,2,39,172,455,942,1687,2744,4167,6010",8327
3,"-3,4,10,-10,0,0","-20231,-25427,-31443,-38339,-46175",-55011
3,"9,5,10,9,0,0","-41403,-34375,-28191,-22797,-18139,-14163",-10815
3,"-3,-1,2,-5,0,0","-86557,-96987,-108223,-120295,-133233,-147067,-161827",-177543
5,"-2,-6,2,4,-5,-1","-88832,-145862,-228758,-345386,-505052,-718622,-998642,-1359458,-1817336",-2390582
3,"5,3,1,5,0,0","-311,-130,-37,-2,5,14",55
5,"-10,9,5,1,0,4","-991,-144,-19,-10,9",164
4,"6,8,3,-4,3,0","14470,8672,4818,2416,1046,360,82,8,6,16",50
1,"-9,-6,0,0,0,0","-171,-177,-183,-189,-195",-201
5,"0,-10,-8,8,-5,-8","741300,433197,237136,119385,53772,20725,6312,1281",100
1,"8,-2,0,0,0,0","-42,-44,-46,-48,-50",-52
1,"3,2,0,0,0,0","-9,-7,-5,-3,-1,1,3,5,7,9",11
5,"-10,-3,5,9,-3,-5","1167146,749981,461520,269423,147278,74001",33236
4,"6,6,4,7,1,0","6,24,106,330,798,1636,2994,5046,7990",12048
1,"0,2,0,0,0,0","-4,-2,0,2,4,6,8,10,12,14",16
2,"-2,10,1,0,0,0","-26,-27,-26,-23,-18,-11,-2",9
2,"-1,-3,6,0,0,0","1394,1217,1052,899,758",629
4,"6,2,-2,7,-7,0","-54,-384,-1362,-3534,-7614",-14484
5,"7,-5,5,10,6,-2","195,-1143,-5459,-15561,-35553,-71075,-129543,-220389,-355301",-548463
3,"0,9,2,-4,0,0","252,99,22,-3,0,7,-6",-63
2,"7,0,-6,0,0,0","-209,-143,-89,-47,-17,1,7",1
3,"0,8,6,5,0,0","-32,-7,0,19,80",213
2,"4,4,8,0,0,0","844,1016,1204,1408,1628,1864,2116,2384,2668",2968
5,"4,-5,3,-2,-5,5","8912182,11716164,15185104,19430800,24576930",30759652
2,"2,4,-1,0,0,0","-318,-283,-250,-219,-190,-163,-138,-115,-94",-75
2,"-5,10,-2,0,0,0","3,7,7,3,-5,-17,-33",-53
3,"10,-6,-2,10,0,0","33220,40362,48460,57574,67764,79090,91612",105390
4,"-7,2,-6,-5,9,0","6238589,7149653,8157023,9267257,10487129,11823629,13283963",14875553
3,"-5,4,9,6,0,0","44474,51675,59614,68327,77850,88219,99470,111639,124762,138875",154014
3,"2,-1,1,6,0,0","162872,179678,197602,216680,236948,258442,281198,305252,330640,357398",385562
5,"5,-2,8,-4,-3,-4","-4405275,-5947360,-7893967,-10319940,-13308835,-16953400,-21356055,-26629372,-32896555,-40291920",-48961375
2,"10,4,8,0,0,0","1870,2122,2390,2674,2974,3290,3622,3970,4334",4714
1,"0,8,0,0,0,0","136,144,152,160,168,176",184
2,"-8,6,4,0,0,0","2246,2440,2642,2852,3070,3296,3530,3772,4022",4280
3,"-4,-8,0,-2,0,0","-2084,-2754,-3556,-4502,-5604,-6874,-8324,-9966,-11812",-13874
2,"7,4,-7,0,0,0","-1309,-1508,-1721,-1948,-2189,-2444,-2713,-2996,-3293,-3604",-3929
2,"0,-2,-9,0,0,0","-5675,-6136,-6615,-7112,-7627,-8160",-8711
1,"3,-2,0,0,0,0","-53,-55,-57,-59,-61,-63,-65,-67,-69",-71
3,"0,0,10,-6,0,0","-14504,-18000,-22016,-26588,-31752,-37544",-44000
3,"9,7,-1,3,0,0","-33,-2,9,18,43,102,213,394",663
4,"-4,-4,2,8,-5,0","-1826979,-2143028,-2498395,-2896212,-3339731,-3832324,-4377483,-4978820,-5640067,-6365076",-7157819
1,"-3,-9,0,0,0,0","69,60,51,42,33,24,15,6",-3
2,"6,7,-6,0,0,0","-1239,-1418,-1609,-1812,-2027,-2254,-2493,-2744",-3007
5,"-6,6,9,0,6,-6","-171414,-314151,-539046,-877311,-1367214,-2054799",-2994606
5,"-6,6,5,1,-7,3","1442,5274,14682,34238,70506,132402,231554",382662
1,"-10,-2,0,0,0,0","28,26,24,22,20,18",16
4,"-6,-6,9,-5,-10,0","-152048,-214782,-295158,-396206,-521196",-673638
5,"-3,0,5,-9,-8,-5","-52090628,-63217495,-76169568,-91162739,-108429292,-128218503",-150797240
3,"1,-8,-6,6,0,0","-6519,-4787,-3391,-2295,-1463,-859,-447,-191",-55
1,"-10,4,0,0,0,0","18,22,26,30,34,38,42,46,50,54",58
3,"1,-3,9,-3,0,0","2137,1492,991,616,349,172,67",16
3,"-6,2,-7,3,0,0","402,694,1098,1632,2314,3162,4194,5428,6882,8574",10522
1,"-9,9,0,0,0,0","-81,-72,-63,-54,-45,-36,-27",-18
4,"-7,6,-9,-10,-10,0","-5262,-2095,-646,-135,-22,-7,-30,-271,-1150,-3327",-7702
2,"0,-5,-10,0,0,0","0,-15,-50,-105,-180,-275,-390,-525,-680,-855",-1050
5,"4,2,-1,-5,0,5","-495116,-291695,-161356,-82379,-37844,-15031,-4820,-1091",-124
4,"0,4,9,8,-9,0","-40416,-23940,-13092,-6420,-2688,-876,-180,-12,0,12",-36
5,"10,-5,-1,-5,-2,7","-5400140,-3827996,-2645282,-1774730,-1150040,-715040",-422846
5,"8,-5,-5,8,-6,9","497465,847458,1371609,2128124,3186945,4630830",6556433
1,"-7,7,0,0,0,0","105,112,119,126,133,140,147",154
4,"-4,3,1,-3,8,0","1256456,1528565,1842650,2202821,2613380",3078821
3,"-4,-7,-4,9,0,0","-262,-78,-10,-4,-6,38,182,480,986",1754
1,"-9,-1,0,0,0,0","-30,-31,-32,-33,-34,-35,-36,-37,-38,-39",-40
4,"1,-5,9,-9,10,0","72946,46185,27574,15259,7626,3301,1150",279
2,"-7,10,-7,0,0,0","-375,-484,-607,-744,-895,-1060,-1239,-1432,-1639",-1860
2,"3,-6,6,0,0,0","543,435,339,255,183",123
1,"-5,8,0,0,0,0","-37,-29,-21,-13,-5,3,11",19
3,"-7,-7,0,-1,0,0","41,15,1,-7,-15",-29
5,"3,1,-6,-5,4,-9","-45501783,-56871706,-70409061,-86409972,-105196387,-127117158,-152549121,-181898176,-215600367",-254122962
3,"-7,-2,-9,-7,0,0","10817,8243,6113,4385,3017,1967,1193,653,305,107",17
4,"1,1,-2,-2,2,0","197659,246222,303221,369580,446271,534314,634777,748776,877475",1022086
2,"-2,0,1,0,0,0","142,167,194,223,254,287,322,359,398,439",482
1,"9,2,0,0,0,0","59,61,63,65,67",69
3,"-1,4,-4,-4,0,0","-5,-41,-133,-305,-581",-985
5,"6,-5,6,-8,-7,-10","2357922,1519458,938656,550932,303534",154342
3,"7,-6,7,5,0,0","49273,56503,64407,73015,82357,92463,103363,115087",127665
3,"0,4,6,-2,0,0","12,-16,-80,-192,-364",-608
1,"-6,-2,0,0,0,0","-62,-64,-66,-68,-70,-72,-74,-76,-78",-80
5,"1,-5,-2,2,2,6","-5771,-1352,-173,-2,1,4,223,1642",6733
3,"7,-3,9,8,0,0","58071,67547,78001,89481,102035,115711,130557,146621,163951",182595
3,"6,0,-8,1,0,0","-186,-93,-34,-3,6,-1",-18
3,"-2,-10,10,-9,0,0","76198,65529,55906,47275,39582",32773
5,"-9,-1,-8,-1,7,5","19661,47433,100091,191471,339777,568181,905423,1386411,2052821",2953697
4,"8,-10,9,-8,-6,0","-2463367,-2876632,-3339811,-3856768,-4431511,-5068192,-5771107,-6544696,-7393543",-8322376
5,"6,-2,3,2,10,-9","13605004,10085158,7334586,5219710,3623392,2443854",1593598
5,"-10,-5,3,5,-7,-5","696521,425340,245951,132830,65685,28856,10715,3066",545
5,"6,6,-5,1,4,8","166938680,197662686,232752470,272657606,317857524,368862470,426214466,490488270",562292336
2,"5,-10,7,0,0,0","22,5,2,13,38,77",130
5,"3,-10,-9,6,-10,-7","14703,4123,681,3,-5,3,-27,-389,-2457",-9525
4,"-8,8,6,5,6,0","55512,36127,22328,12921,6856",3227
4,"-1,-1,0,4,-3,0","-338239,-270199,-212977,-165361,-126211,-94459,-69109",-49237
1,"9,-4,0,0,0,0","-55,-59,-63,-67,-71,-75,-79,-83,-87",-91
3,"-3,-2,-5,2,0,0","685,1032,1477,2032,2709,3520",4477
1,"-7,-5,0,0,0,0","-122,-127,-132,-137,-142,-147",-152
1,"8,4,0,0,0,0","-8,-4,0,4,8,12",16
2,"10,10,5,0,0,0","1130,1285,1450,1625,1810,2005,2210,2425,2650,2885",3130
4,"0,1,0,-1,9,0","4095234,4763313,5509980,6341169,7263030,8281929",9404448
2,"-1,10,-6,0,0,0","-365,-277,-201,-137,-85,-45",-17
5,"2,10,5,-3,1,-7","-21448,-53542,-115960,-226414,-408472",-692398
3,"-10,-1,-4,-1,0,0","4544,3764,3078,2480,1964,1524,1154,848,600",404
5,"-9,0,-8,10,2,-7","-12961305,-17006358,-22003209,-28110672,-35504313,-44377290,-54941193,-67426884,-82085337",-99188478
2,"8,-9,1,0,0,0","78,98,120,144,170,198,228,260,294",330
3,"3,0,7,-5,0,0","-65085,-73747,-83145,-93309,-104269,-116055",-128697
1,"7,10,0,0,0,0","-193,-183,-173,-163,-153,-143",-133
1,"-4,4,0,0,0,0","28,32,36,40,44,48,52,56,60",64
2,"0,10,-6,0,0,0","4,-4,-24,-56,-100",-156
4,"-4,1,4,-10,5,0","40406,25844,15620,8774,4466,1976",704
1,"-3,-9,0,0,0,0","87,78,69,60,51,42,33,24,15",6
3,"-1,-5,9,-2,0,0","-775,-1151,-1629,-2221,-2939,-3795",-4801
2,"-6,-2,-1,0,0,0","-126,-149,-174,-201,-230,-261,-294,-329,-366",-405
4,"8,8,1,4,4,0","25,124,473,1336,3073,6140,11089,18568,29321",44188
1,"1,5,0,0,0,0","96,101,106,111,116,121",126
4,"5,3,6,6,3,0","2597495,2955173,3348581,3780023,4251875",4766585
2,"-10,7,1,0,0,0","218,250,284,320,358,398,440",484
3,"5,1,5,-6,0,0","-19105,-23275,-28011,-33349,-39325,-45975",-53335
4,"-6,6,5,-7,6,0","1104384,1333546,1596654,1896906,2237644,2622354",3054666
4,"0,0,10,7,3,0","1739394,2005472,2300976,2628000,2988710,3385344",3820212
5,"3,0,-10,1,-9,-10","3451997,2298531,1476203,908003,529905,289667,145631,65523",25253
5,"-4,-8,-5,0,1,3","7556657,9757836,12444407,15692552,19586037,24216572,29684171,36097512,43574297,52241612",62236287
5,"-3,9,10,-7,5,-8","20511846,15685323,11813586,8747373,6353862,4515711,3130098,2107761,1372038,857907",511026
4,"9,-9,-4,7,1,0","666072,764941,874388,995139,1127944,1273577",1432836
1,"-6,9,0,0,0,0","228,237,246,255,264,273,282,291",300
5,"10,5,10,-4,-2,7","17048330,22052110,28167226,35569280,44451466,55025410,67522010,82192276,99308170,119163446",142074490
5,"4,-6,-6,4,-8,7","1581916,2378263,3467160,4922689,6830500,9288651,12408448,16315285,21149484",27067135
2,"9,-3,-5,0,0,0","-3995,-4283,-4581,-4889,-5207,-5535",-5873
2,"-7,-6,-7,0,0,0","-52,-23,-8,-7,-20,-47",-88
1,"10,-9,0,0,0,0","-62,-71,-80,-89,-98",-107
4,"-8,-7,2,-8,6,0","1582599,1881040,2219817,2602410,3032443,3513684,4050045",4645582
2,"-2,-1,5,0,0,0","964,1108,1262,1426,1600,1784,1978,2182,2396,2620",2854
5,"10,8,9,-4,-8,-6","-90416915,-108259974,-128814887,-152379650,-179273331,-209836790,-244433399,-283449762,-327296435,-376408646",-431247015
3,"5,1,0,8,0,0","8015,10664,13841,17594,21971",27020
2,"-8,10,2,0,0,0","904,992,1084,1180,1280,1384,1492,1604",1720
5,"-7,3,-7,-7,-2,2","-7,-18,-53,74,981,3958,11207,26082",53329
3,"-4,-9,-8,9,0,0","171068,191040,212508,235526,260148,286428,314420,344178,375756",409208
2,"-8,10,4,0,0,0","1966,2148,2338,2536,2742,2956",3178
4,"5,8,10,0,8,0","6489245,7398031,8399109,9498527,10702525,12017535,13450181",15007279
1,"3,-9,0,0,0,0","-177,-186,-195,-204,-213,-222,-231",-240
3,"-10,-3,-8,-8,0,0","-181982,-201937,-223300,-246119,-270442,-296317",-323792
4,"-10,-6,8,10,8,0","6410,12770,22978,38342,60362,90730,131330,184238,251722",336242
4,"8,-6,2,5,6,0","8,15,140,629,1872,4403,8900,16185,27224,43127",65148
2,"-2,-4,-3,0,0,0","-226,-281,-342,-409,-482",-561
4,"-1,-7,4,8,-9,0","-52957,-81671,-120715,-172309,-238889,-323107,-427831,-556145",-711349
5,"8,8,-4,-2,-6,-8","-2488,-9880,-29052,-70504,-149680,-287928,-513460",-862312
2,"2,9,10,0,0,0","5499,5978,6477,6996,7535,8094,8673,9272,9891,10530",11189
1,"-7,-1,0,0,0,0","-36,-37,-38,-39,-40,-41,-42",-43
1,"3,7,0,0,0,0","171,178,185,192,199,206,213,220,227,234",241
3,"-2,5,-6,-10,0,0","66327,56284,47309,39342,32323",26192
3,"-2,-6,6,9,0,0","6991,9538,12637,16342,20707,25786,31633",38302
5,"-9,7,-6,0,-1,5","15837731,20223516,25531145,31898852,39478047,48433916,58946021,71208900,85432667,101843612",120684801
3,"-6,5,1,-3,0,0","-6363,-7972,-9831,-11958,-14371,-17088,-20127,-23506",-27243
3,"7,3,-3,8,0,0","108943,123207,138665,155365,173355,192683",213397
3,"1,-9,-9,4,0,0","-679,-363,-161,-49,-3",1
5,"-8,8,-10,9,-7,4","-8,-4,56,574,2744,9032,23656",53066
1,"7,3,0,0,0,0","-5,-2,1,4,7,10,13,16,19",22
4,"7,-6,-5,7,-2,0","-78833,-103769,-134191,-170849,-214541,-266113,-326459,-396521,-477289",-569801
3,"8,-2,-1,7,0,0","-1528,-882,-448,-184,-48,2,8",12
1,"-6,-3,0,0,0,0","-45,-48,-51,-54,-57,-60,-63,-66,-69",-72
3,"-4,10,-2,1,0,0","-40,-17,-4,5,16,35",68
1,"8,8,0,0,0,0","168,176,184,192,200,208,216,224,232,240",248
5,"4,6,2,-9,3,1","5761672,7167563,8834836,10798279,13095632,15767707,18858508",22415351
3,"7,8,-10,-4,0,0","-12817,-15623,-18809,-22399,-26417",-30887
5,"-8,-7,-2,2,10,9","10100104,13623044,18066754,23600956,30415052,38719204,48745414",60748604
2,"-8,8,-9,0,0,0","-2745,-2440,-2153,-1884,-1633,-1400,-1185",-988
5,"-2,-4,-5,-10,-8,9","55563950,68868190,84606148,103097330,124688050",149752510
5,"-5,0,4,-3,3,4","-5,3,163,1165,4731",14095
3,"3,-6,6,2,0,0","11461,13503,15773,18283,21045,24071,27373,30963,34853",39055
5,"-6,-4,0,-3,1,10","169408,330202,594822,1006954,1621108,2503818,3734842",5408362
4,"8,7,-8,8,-3,0","-1442494,-1674420,-1933248,-2220982,-2539698,-2891544,-3278740,-3703578,-4168422,-4675708",-5227944
3,"-10,10,-2,7,0,0","28310,33973,40346,47471,55390,64145,73778,84331",95846
5,"3,-4,3,9,-7,-1","-2909,-3105,-2277,-1277,-525,-129",-5
4,"-2,8,-6,-2,6,0","4190092,4800838,5476024,6220030,7037380,7932742",8910928
4,"-7,-6,3,8,8,0","2766377,3251718,3798281,4411010,5095041,5855702,6698513,7629186",8653625
1,"0,-1,0,0,0,0","12,11,10,9,8,7,6",5
4,"8,-9,5,5,7,0","10286,18712,31488,49904,75418",109656
3,"-9,-2,-9,-8,0,0","-58168,-67649,-78108,-89593,-102152,-115833,-130684,-146753",-164088
3,"3,-7,-6,3,0,0","42953,48493,54489,60959,67921,75393,83393,91939,101049,110741",121033
2,"2,9,5,0,0,0","1262,1426,1600,1784,1978,2182",2396
4,"8,9,-3,-5,3,0","175512,225292,284966,355764,438988",536012
1,"-2,-10,0,0,0,0","188,178,168,158,148,138,128,118,108",98
4,"4,0,-9,-5,-9,0","-179276,-126199,-85896,-56129,-34876,-20331",-10904
1,"6,9,0,0,0,0","-21,-12,-3,6,15,24,33,42",51
2,"0,-2,-7,0,0,0","-357,-464,-585,-720,-869,-1032,-1209,-1400",-1605
1,"0,1,0,0,0,0","-12,-11,-10,-9,-8",-7
2,"3,5,-6,0,0,0","-1272,-1453,-1646,-1851,-2068,-2297,-2538,-2791,-3056",-3333
4,"7,-7,9,3,9,0","768917,965077,1196589,1467467,1781941",2144457
5,"-2,6,-7,1,-10,3","16519219,20580046,25402023,31087366,37747051,45501174,54479311,64820878",76675491
1,"-9,-5,0,0,0,0","61,56,51,46,41,36",31
3,"-10,2,2,-9,0,0","12189,9170,6695,4710,3161,1994,1155,590,245,66",-1
2,"-10,9,5,0,0,0","298,382,476,580,694",818
3,"3,6,7,9,0,0","3475,5107,7185,9763,12895,16635,21037,26155",32043
2,"-1,2,8,0,0,0","495,377,275,189,119,65",27
4,"-5,-5,1,1,1,0","4627,7321,11045,16033,22543,30857,41281,54145,69803",88633
2,"-4,-1,-7,0,0,0","-460,-580,-714,-862,-1024,-1200,-1390,-1594",-1812
3,"-5,-1,-6,3,0,0","-6041,-4713,-3595,-2669,-1917,-1321,-863,-525,-289,-137",-51
1,"5,1,0,0,0,0","31,32,33,34,35,36,37,38",39
4,"1,8,-6,-6,4,0","361693,285057,221281,168841,126309,92353,65737",45321
5,"3,-1,-8,0,-1,-3","169950,93707,47638,21753,8558,2695,582,53,-2",3
5,"6,-7,10,-9,-5,8","4087684,5793651,8026518,10899811,14542296,19098939,24731866,31621323,39966636",49987171
3,"10,-10,9,1,0,0","14794,16708,18778,21010,23410,25984,28738,31678,34810,38140",41674
1,"-4,4,0,0,0,0","28,32,36,40,44,48,52,56,60,64",68
3,"-8,-5,0,1,0,0","4,36,92,178,300,464,676",942
2,"3,2,10,0,0,0","795,627,479,351,243,155",87
4,"2,2,0,-1,6,0","7574,14079,24082,38657,59022,86539,122714,169197",227782
1,"3,-7,0,0,0,0","-144,-151,-158,-165,-172,-179,-186,-193,-200,-207",-214
1,"-3,-8,0,0,0,0","-227,-235,-243,-251,-259,-267,-275",-283
3,"3,5,-5,-10,0,0","4763,3153,1953,1103,543,213",53
3,"-9,2,6,5,0,0","5611,7394,9519,12016,14915,18246,22039,26324",31131
2,"-6,-1,5,0,0,0","78,42,16,0,-6",-2
2,"6,-8,6,0,0,0","5166,5524,5894,6276,6670,7076,7494,7924",8366
1,"-4,6,0,0,0,0","-22,-16,-10,-4,2",8
2,"10,8,-8,0,0,0","-3686,-4038,-4406,-4790,-5190,-5606",-6038
2,"10,5,8,0,0,0","3992,4357,4738,5135,5548,5977,6422,6883,7360,7853",8362
4,"8,-7,5,8,-2,0","-901954,-1049964,-1215440,-1399702,-1604118",-1830104
2,"7,9,3,0,0,0","37,19,7,1,1,7,19",37
5,"-6,3,10,-7,1,7","704024,1133918,1751934,2613956,3785972,5344914,7379498,9991064,13294416",17418662
4,"-7,-4,-2,-6,4,0","2325225,2680985,3076073,3513285,3995513,4525745,5107065,5742653,6435785,7189833",8008265
4,"10,2,-10,4,3,0","8109,13722,21817,33030,48069,67714,92817,124302,163165",210474
5,"4,-7,0,9,0,-6","-38508712,-47651492,-58453296,-71130250,-85916480,-103064832,-122847592",-145557206
1,"-3,7,0,0,0,0","-66,-59,-52,-45,-38,-31,-24,-17,-10,-3",4
5,"-8,-4,-2,-2,-7,2","-10413,-3736,-1013,-168,-13,-8,-21,-88",-173
3,"-5,4,-4,1,0,0","886,1195,1568,2011,2530,3131,3820,4603,5486,6475",7576
5,"10,0,-7,-3,4,-5","2849654,1976127,1331290,866975,542310,323119",181322
1,"9,-1,0,0,0,0","23,22,21,20,19,18,17",16
5,"0,10,0,1,6,-10","351664,182063,85260,34825,11672,2859",388
3,"1,-7,-7,-1,0,0","-5,2,1,-14,-49,-110,-203,-334,-509",-734
5,"9,-5,-6,2,-5,3","-2,7,318,1813,6334",17043
4,"7,-8,-3,5,-1,0","-15213,-10370,-6777,-4200,-2429",-1278
4,"-9,10,3,-7,1,0","396108,463615,539362,623991,718168,822583,937950",1065007
1,"-5,-4,0,0,0,0","15,11,7,3,-1,-5",-9
2,"-1,-8,-9,0,0,0","-8341,-8898,-9473,-10066,-10677,-11306,-11953,-12618,-13301",-14002
4,"5,-8,2,-9,-7,0","-1734827,-2067511,-2445883,-2873945,-3355867,-3895987,-4498811",-5169013
4,"7,-3,7,-10,5,0","40677,60716,87379,121986,165977",220912
4,"-7,2,-8,-9,-5,0","-4843,-2217,-847,-247,-51,-13,-7,-27,-187,-721",-1983
1,"3,-8,0,0,0,0","-157,-165,-173,-181,-189",-197
